,movieId,genres,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords
298,1210,Action|Adventure|Sci-Fi,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,Harrison Ford,Ian McDiarmid,Kenny Baker,death star|emperor|empire|princess|rebel
299,1213,Crime|Drama,Goodfellas,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino,betrayal|gangster|mafia|organized crime|robbery
300,1214,Horror|Sci-Fi,Alien,Ridley Scott,Tom Skerritt,Yaphet Kotto,Bolaji Badejo,alien|creature|future|outer space|spaceship
301,1215,Action|Adventure|Comedy|Fantasy|Horror,Army of Darkness,Sam Raimi,Patricia Tallman,Bridget Fonda,Embeth Davidtz,army of the dead|battle|necronomicon|reluctant hero|skeleton soldier
302,1219,Crime|Horror,Psycho,Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,money|motel|rain|shower|theft
303,2389,Crime|Horror|Thriller,Psycho,Alfred Hitchcock,Janet Leigh,Vera Miles,John Gavin,money|motel|rain|shower|theft
304,1224,Action|Drama|Romance|War,Henry V,Kenneth Branagh,Brian Blessed,Derek Jacobi,Danny Webb,battle|battle of agincourt|king|shakespeare play|sword and shield
305,1225,Drama,Amadeus,Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,1800s|classical composer|composer|first person narration|opera
306,1227,Crime|Drama,Once Upon a Time in America,Sergio Leone,Robert De Niro,Burt Young,Treat Williams,1920s|ambiguity|childhood friend|new york|speakeasy
307,1228,Drama,Raging Bull,Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,boxing|domestic violence|hot temper|jealousy|rage
308,1230,Comedy|Romance,Annie Hall,Woody Allen,Woody Allen,Carol Kane,Shelley Duvall,breaking the fourth wall|comedian|jewish|neurosis|singer
309,1236,Comedy|Drama|Romance,Trust,David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,counselor|fbi|revenge motive|school|teenage girl
310,87079,Drama|Thriller,Trust,David Schwimmer,Noah Emmerich,Jordan Trovillion,Zoe Levin,counselor|fbi|revenge motive|school|teenage girl
311,1242,Drama|War,Glory,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,army|black soldier|military uniform|prejudice|u.s. civil war
312,1242,Drama|War,Glory,Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,army|black soldier|military uniform|prejudice|u.s. civil war
313,1246,Drama,Dead Poets Society,Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,education|english teacher|poet|professor|student
314,1259,Adventure|Drama,Stand by Me,Rob Reiner,Marshall Bell,Frances Lee McCain,Casey Siemaszko,friendship|summertime|treehouse|walking on train tracks|woods
315,1265,Comedy|Fantasy|Romance,Groundhog Day,Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,cult film|existentialism|groundhog day|time loop|trapped in a time loop
316,1266,Drama|Western,Unforgiven,Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave
317,1270,Adventure|Comedy|Sci-Fi,Back to the Future,Robert Zemeckis,Lea Thompson,Thomas F. Wilson,J.J. Cohen,clock tower|delorean|future|time travel|time travel comedy
318,1272,Drama|War,Patton,Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,allies|dead soldier|destiny|general|tank
319,1274,Action|Adventure|Animation|Sci-Fi,Akira,Katsuhiro Ôtomo,Mitsuo Iwata,Takeshi Kusao,Tesshô Genda,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok
320,1275,Action|Adventure|Fantasy,Highlander,Russell Mulcahy,Christopher Lambert,Jon Polito,Celia Imrie,combat|head cut off|immortal|scotland|swordsman
321,1278,Comedy|Fantasy,Young Frankenstein,Mel Brooks,Madeline Kahn,Peter Boyle,Teri Garr,assistant|castle|experiment|frankenstein's monster|scientist
322,1282,Animation|Children|Fantasy|Musical,Fantasia,James Algar,Leopold Stokowski,Deems Taylor,,apprentice|classical music|disney|mouse|orchestra
323,1283,Drama|Western,High Noon,Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,appeasement|frontier justice|justice|one against many|street shootout
324,70869,Drama|Mystery|Romance,High Noon,Fred Zinnemann,Gary Cooper,Lloyd Bridges,Lon Chaney Jr.,appeasement|frontier justice|justice|one against many|street shootout
325,1286,Drama|Romance,Somewhere in Time,Jeannot Szwarc,Teresa Wright,Bill Erwin,George Voskovec,hotel|love|love across time|time travel|time travel romance
326,1287,Action|Adventure|Drama,Ben-Hur,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,
327,1287,Action|Adventure|Drama,Ben-Hur,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,chariot race|epic|false accusation|jerusalem|slave
328,1287,Action|Adventure|Drama,Ben-Hur,Timur Bekmambetov,Morgan Freeman,Ayelet Zurer,Moises Arias,chariot race|epic|false accusation|jerusalem|slave
329,1291,Action|Adventure,Indiana Jones and the Last Crusade,Steven Spielberg,Harrison Ford,Julian Glover,Alison Doody,castle|diary|holy grail|map|nazi
330,1293,Drama,Gandhi,Richard Attenborough,Candice Bergen,Amrish Puri,John Gielgud,british|india|indian|muslim|pakistan
331,1304,Action|Western,Butch Cassidy and the Sundance Kid,George Roy Hill,Katharine Ross,Ted Cassidy,Kenneth Mars,bolivia|gang|outlaw|posse|train
332,1307,Comedy|Romance,When Harry Met Sally...,Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,friendship|love|male female friendship|new york|sex
333,1330,Horror,April Fool's Day,Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,april fool's day|island|mansion|psycho|secret
334,97794,Horror,April Fool's Day,Fred Walton,Thomas F. Wilson,Deborah Foreman,Clayton Rohner,april fool's day|island|mansion|psycho|secret
335,1343,Thriller,Cape Fear,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,lawyer|neo noir|prison|rapist|southern gothic
336,1344,Crime|Drama|Thriller,Cape Fear,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker,lawyer|neo noir|prison|rapist|southern gothic
337,1345,Drama|Fantasy|Horror|Thriller,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
338,1345,Drama|Fantasy|Horror|Thriller,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
339,25971,Drama|Romance,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
340,25971,Drama|Romance,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
341,32914,Drama|Horror|Thriller,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
342,32914,Drama|Horror|Thriller,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
343,105731,Drama|Horror,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
344,105731,Drama|Horror,Carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,outcast|prom|self injury|telekinesis|tragic event
345,1346,Drama|Fantasy|Horror,Cat People,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,cat|cat people|leopard|love|slip the undergarment
346,1346,Drama|Fantasy|Horror,Cat People,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,cat|cat people|leopard|love|slip the undergarment
347,7713,Drama|Horror|Romance|Thriller,Cat People,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,cat|cat people|leopard|love|slip the undergarment
348,7713,Drama|Horror|Romance|Thriller,Cat People,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,cat|cat people|leopard|love|slip the undergarment
349,1352,Crime|Thriller,Albino Alligator,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,bar|box office flop|hostage|new orleans louisiana|police
350,1356,Action|Adventure|Sci-Fi|Thriller,Star Trek: First Contact,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,21st century|borg|borg sphere|captain|sphere
351,1357,Drama|Romance,Shine,Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,abuse|australia|concert|pianist|piano
352,1358,Drama,Sling Blade,Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,friend|mental institution|murder|repair shop|small town
353,1359,Children|Comedy,Jingle All the Way,Brian Levant,Jim Belushi,Harvey Korman,Jake Lloyd,action figure|christmas|hero|karate|toy
354,1370,Action|Adventure|Thriller,Die Hard 2,Renny Harlin,Bruce Willis,John Amos,Franco Nero,airport|fuel|plane|police|terrorist
355,1371,Adventure|Sci-Fi,Star Trek: The Motion Picture,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,alien|space|space station|spacecraft|warp speed
356,1372,Action|Mystery|Sci-Fi,Star Trek VI: The Undiscovered Country,Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,captain|explosion|klingon|moon|peace
357,1373,Action|Sci-Fi,Star Trek V: The Final Frontier,William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,captain|half brother|klingon|planet|vulcan
358,1374,Action|Adventure|Sci-Fi|Thriller,Star Trek II: The Wrath of Khan,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,jamming communications|planet|space station|taunt|trap
359,1375,Action|Adventure|Sci-Fi,Star Trek III: The Search for Spock,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,dying planet|planet|regaining one's memory|sacrifice|stabbed to death
360,1376,Adventure|Comedy|Sci-Fi,Star Trek IV: The Voyage Home,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,alien probe|humpback whales|probe|time travel|whale
361,1377,Action|Crime,Batman Returns,Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,box office hit|dc comics|gotham|mayor|penguin
362,1378,Action|Comedy|Western,Young Guns,Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,army|cattle|deputy|new mexico|rancher
363,1380,Comedy|Musical|Romance,Grease,Randal Kleiser,Olivia Newton-John,Stockard Channing,Sid Caesar,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959
364,1387,Action|Horror,Jaws,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,beach|blockbuster|fishing|great white shark|shark
365,1388,Horror|Thriller,Jaws 2,Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo,great white shark|island|mayor|police chief|shark
366,1390,Comedy,My Fellow Americans,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,gay pride|highway travel|president|road movie|u.s. president
367,1391,Action|Comedy|Sci-Fi,Mars Attacks!,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,alien|general|martian|president|weapon
368,1393,Drama|Romance,Jerry Maguire,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,agent|career|client|fiance|sports agent
369,1399,Drama,Marvin's Room,Jerry Zaks,Leonardo DiCaprio,Robert De Niro,Meryl Streep,house|leukemia|mental institution|nursing home|transplant
370,1401,Drama,Ghosts of Mississippi,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,activist|assassin|civil rights|trial|widow
371,1405,Adventure|Animation|Comedy|Crime,Beavis and Butt-Head Do America,Mike Judge,Bruce Willis,Demi Moore,John Doman,beavis and butt head|fbi|score|television|television set
372,1407,Comedy|Horror|Mystery|Thriller,Scream,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,mask|mystery killer|slasher|teenage girl|telephone
373,1411,Crime|Drama|Romance,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
374,1411,Crime|Drama|Romance,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
375,1941,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
376,1941,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
377,2820,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
378,2820,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
379,3598,Crime|Drama|Romance|Thriller,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
380,3598,Crime|Drama|Romance|Thriller,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
381,3723,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
382,3723,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
383,65665,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
384,65665,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
385,90704,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
386,90704,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
387,94410,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
388,94410,Drama,Hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,classic literature|denmark|funeral|madness|prince
389,1416,Drama|Musical,Evita,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,actress|argentina|military|politics|singer
390,1427,Action|Thriller,Turbulence,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,airplane|christmas|marshal|pilot|u.s. marshal
391,1430,Comedy|Thriller,Underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,blood|death|hybrid|vampire|werewolf
392,6754,Action|Fantasy|Horror,Underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,blood|death|hybrid|vampire|werewolf
393,79874,Crime|Drama|Film-Noir,Underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,blood|death|hybrid|vampire|werewolf
394,1438,Action|Thriller,Dante's Peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,ash|escape|lava|mayor|volcano
395,1442,Drama,Prefontaine,Steve James,Kurtwood Smith,Laurel Holloman,Amy Locane,long distance runner|olympics|oregon|runner|watching television
396,1449,Comedy,Waiting for Guffman,Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,amateur theater|dentist|missouri|small town|travel agent
397,1459,Mystery|Thriller,Absolute Power,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,death|death of wife|murder|thief|violence
398,1466,Crime|Drama,Donnie Brasco,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,fbi|mafia|money|racial slur|singer
399,1475,Romance,Kama Sutra: A Tale of Love,Mira Nair,Indira Varma,Sarita Choudhury,Rekha,courtesan|friend|kama sutra|seduction|wedding
400,1477,Romance,Love Jones,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,african american|cult film|ex boyfriend|middle class|sex
401,1480,Drama|Thriller,Smilla's Sense of Snow,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,boy|greenland|neighbor|roof|snow
402,1483,Drama|Thriller,Crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,race relations|racism|racist|social problem|stereotype
403,1483,Drama|Thriller,Crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,race relations|racism|racist|social problem|stereotype
404,33166,Crime|Drama,Crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,race relations|racism|racist|social problem|stereotype
405,33166,Crime|Drama,Crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,race relations|racism|racist|social problem|stereotype
406,1485,Comedy,Liar Liar,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,birthday|birthday wish|father disappoints child|lie|workaholic
407,1487,Drama|Musical,Selena,Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,latin music|marriage|on tour|singer|tejano
408,1489,Animation|Children|Musical,Cats Don't Dance,Mark Dindal,George Kennedy,Frank Welker,Hal Holbrook,animal|cat|child star|hollywood|star
409,1493,Romance,Love and Other Catastrophes,Emma-Kate Croghan,Radha Mitchell,Frances O'Connor,Matt Day,film school|love|medical student|student|university
410,1496,Drama|Romance,Anna Karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,dance|infidelity|marriage|russia|russian
411,7092,Drama|Romance,Anna Karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,dance|infidelity|marriage|russia|russian
412,97936,Drama,Anna Karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,dance|infidelity|marriage|russia|russian
413,1499,Action|Adventure|Thriller,Anaconda,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,amazon|anaconda|boat|jungle|snake
414,1500,Comedy|Crime|Romance,Grosse Pointe Blank,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,assassin|high school|high school reunion|reunion|suburb
415,1503,Comedy,8 Heads in a Duffel Bag,Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose
416,1515,Action|Drama|Thriller,Volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,earthquake|fire|lava|rescue|volcano
417,1517,Action|Adventure|Comedy,Austin Powers: International Man of Mystery,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,cartoon on tv|reference to frankenstein|reference to jimi hendrix|scene during end credits|surrealism
418,1518,Action|Thriller,Breakdown,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,car breakdown|diner|jeep|paranoia|violence
419,1525,Action|Adventure|Children|Fantasy,Warriors of Virtue,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy
420,1552,Action|Adventure|Thriller,Con Air,Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,army rangers|convict|criminal|escape|prison
421,1556,Action|Romance|Thriller,Speed 2: Cruise Control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,collision course|computer|cruise|diamonds|ship run aground
422,1562,Action|Adventure|Fantasy|Thriller,Batman & Robin,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,butler|critically bashed|cure|freeze|gotham
423,1566,Adventure|Animation|Children|Comedy|Musical,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
424,1566,Adventure|Animation|Children|Comedy|Musical,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
425,112911,Action|Adventure,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
426,112911,Action|Adventure,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
427,128201,Action|Adventure|Fantasy,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
428,128201,Action|Adventure|Fantasy,Hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,army|greek mythology|hercules|king|mercenary
429,1569,Comedy|Romance,My Best Friend's Wedding,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,best friend|chick flick|male female friendship|promise|wedding
430,1573,Action|Crime|Drama|Thriller,Face/Off,John Woo,Nicolas Cage,CCH Pounder,Joan Allen,death of child|face|face transplant|prison|terrorist
431,1584,Drama|Sci-Fi,Contact,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,message from outer space|religion|religion versus science|scientist|universe
432,1586,Action|Drama,G.I. Jane,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy
433,1587,Action|Adventure|Fantasy,Conan the Barbarian,John Milius,William Smith,Mako,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord
434,1587,Action|Adventure|Fantasy,Conan the Barbarian,John Milius,William Smith,Mako,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord
435,89190,Action|Adventure|Fantasy,Conan the Barbarian,John Milius,William Smith,Mako,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord
436,89190,Action|Adventure|Fantasy,Conan the Barbarian,John Milius,William Smith,Mako,Sandahl Bergman,actual animal killed|cult|evil sorcerer|gladiator|warlord
437,1588,Children|Comedy,George of the Jungle,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,animal companion|heiress|hero|jungle|male objectification
438,1589,Action|Crime|Drama|Thriller,Cop Land,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,corruption|faked death|falling off a roof|internal affairs|nypd
439,1590,Horror|Sci-Fi|Thriller,Event Horizon,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,solar system|space|spaceship|starship|year 2047
440,1591,Action|Adventure|Sci-Fi|Thriller,Spawn,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,based on comic|based on comic book|dark hero|image comics|superhero
441,1592,Children|Comedy,Air Bud,Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,basketball|boy|dog|dog movie|golden retriever
442,1594,Comedy|Drama,In the Company of Men,Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,business trip|love|misogynist|office|secretary
443,1597,Drama|Mystery|Romance|Thriller,Conspiracy Theory,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,conspiracy|fbi|mk ultra|newsletter|taxi
444,1599,Action,Steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,fight|gang|junkyard|military|soldier
445,109764,Action|Adventure|Crime|Drama,Steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,fight|gang|junkyard|military|soldier
446,1604,Action|Comedy,Money Talks,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love,blood splatter|fistfight|murder|police|prison bus
447,1608,Action|Thriller,Air Force One,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,ex soldier|hijacker|hostage|president|terrorist
448,1611,Drama|Romance,My Own Private Idaho,Gus Van Sant,Keanu Reeves,Udo Kier,Flea,friend|hustler|italy|narcolepsy|traveling
449,1614,Comedy,In & Out,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,academy award|gay|high school|reporter|teacher
450,1617,Crime|Film-Noir|Mystery|Thriller,L.A. Confidential,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,1950s|call girl|corruption|murder|police detective
451,1619,Adventure|Drama|War,Seven Years in Tibet,Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,austria|dalai lama|himalaya|mountain|tibet
452,1620,Crime|Drama|Mystery|Thriller,Kiss the Girls,Gary Fleder,Morgan Freeman,Tony Goldwyn,Tatyana Ali,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree
453,1621,Drama,Soul Food,George Tillman Jr.,Vanessa Williams,Mekhi Phifer,Vivica A. Fox,1990s|family relationships|food in title|sister|unity
454,1633,Drama,Ulee's Gold,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair
455,1639,Comedy|Drama|Romance,Chasing Amy,Kevin Smith,Matt Damon,Ethan Suplee,Joey Lauren Adams,comic book|friendship|gay|lesbian|secret
456,1640,Comedy,How to Be a Player,Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,breaking the fourth wall|doorman|friend|party|sex
457,1644,Horror|Mystery|Thriller,I Know What You Did Last Summer,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,beach|corpse|fourth of july|overalls|revenge
458,1653,Drama|Sci-Fi|Thriller,Gattaca,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,accident|future|genetics|mission|police
459,1657,Comedy|Documentary,Wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,murder|police|police investigation|porn star|robbery
460,3823,Drama,Wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,murder|police|police investigation|porn star|robbery
461,6868,Crime|Drama|Mystery|Thriller,Wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,murder|police|police investigation|porn star|robbery
462,1659,Drama,Hurricane Streets,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen,gang|new mexico|prison|smuggling|theft
463,1660,Drama,Eve's Bayou,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,doctor|louisiana|secret|title directed by female|witchcraft
464,1661,Crime|Mystery|Thriller,Switchback,Jeb Stuart,Gregory Scott Cummins,Claudia Stedelin,Ted Markland,deputy|fbi agent|knife held to throat|serial killer|sheriff
465,1663,Comedy|War,Stripes,Ivan Reitman,Bill Murray,Harold Ramis,Judge Reinhold,army|boot camp|breasts|graduation|rescue
466,1667,Action|Drama,Mad City,Costa-Gavras,Mia Kirshner,Blythe Danner,William Atherton,hostage|museum|natural history museum|news reporter|reporter
467,1673,Drama,Boogie Nights,Paul Thomas Anderson,Don Cheadle,Nicole Ari Parker,Nina Hartley,1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california
468,1674,Drama|Romance|Thriller,Witness,Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,amish|love|murder|police|train
469,1676,Action|Sci-Fi,Starship Troopers,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,alien|federation|future|military|planet
470,1677,Comedy|Drama,Critical Care,Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,half sister|hospital|latex gloves|medicine|nun
471,1679,Comedy,Chairman of the Board,Alex Zamm,Taylor Negron,Raquel Welch,Larry Miller,box office flop|company|invention|roommate|surfer
472,1680,Drama|Romance,Sliding Doors,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate
473,1681,Action|Adventure|Fantasy,Mortal Kombat: Annihilation,John R. Leonetti,Brian Thompson,Talisa Soto,Robin Shou,alternate reality|battle|martial arts|mortal kombat|warrior
474,1688,Adventure|Animation|Children|Drama|Musical,Anastasia,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,amnesia|reference to anastasia romanov|romanov|russia|russian revolution
475,6516,Drama,Anastasia,Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,amnesia|reference to anastasia romanov|romanov|russia|russian revolution
