"url","Image","Image_alt","Image_link","Overviewtop link","Overviewtop link_link","Absmiddle image","Absmiddle image_alt","Certruntime value 1","Certruntime value 3","Certruntime value 4","Certruntime value 5","Certruntime value 6","Metascoreno content","Outline description","Director link","Director link_link","Stars","Stars_link","Stars (1)","Stars (1)_link","Stars (2)","Stars (2)_link","Stars (3)","Stars (3)_link"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Lights Out (2016) Poster; Lights Out (2016) Poster","http://www.imdb.com/title/tt4786282/?ref_=cs_ov_i; http://www.imdb.com/title/tt4786282/?ref_=cs_ov_i","Lights Out (2016)","http://www.imdb.com/title/tt4786282/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13","81 min","Horror",,,,,"A woman is haunted by a creature that only appears when the lights go out.","David F. Sandberg","http://www.imdb.com/name/nm2497546/?ref_=cs_ov_nm","Teresa Palmer","http://www.imdb.com/name/nm1954240/?ref_=cs_ov_nm","Gabriel Bateman","http://www.imdb.com/name/nm5145655/?ref_=cs_ov_nm","Alexander DiPersia","http://www.imdb.com/name/nm2856658/?ref_=cs_ov_nm","Billy Burke","http://www.imdb.com/name/nm0121605/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjI4NDI5MDg2OV5BMl5BanBnXkFtZTgwNzA5ODQ3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjI4NDI5MDg2OV5BMl5BanBnXkFtZTgwNzA5ODQ3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Absolutely Fabulous: The Movie (2016) Poster; Absolutely Fabulous: The Movie (2016) Poster","http://www.imdb.com/title/tt2112096/?ref_=cs_ov_i; http://www.imdb.com/title/tt2112096/?ref_=cs_ov_i","Absolutely Fabulous: The Movie (2016)","http://www.imdb.com/title/tt2112096/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","90 min","Comedy",,,,,"Edina and Patsy are still oozing glitz and glamor, living the high life they are accustomed to; shopping, drinking and clubbing their way around London's trendiest hot-spots. Blamed for a major incident at an uber fashionable launch party, they become entangled in a media storm and are relentlessly pursued by the paparazzi. Fleeing penniless to the glamorous playground of the super-rich, the French Riviera, they hatch a plan to make their escape permanent and live the high life forever more!","Mandie Fletcher","http://www.imdb.com/name/nm0282064/?ref_=cs_ov_nm","Gwendoline Christie","http://www.imdb.com/name/nm3729225/?ref_=cs_ov_nm","Rebel Wilson","http://www.imdb.com/name/nm2313103/?ref_=cs_ov_nm","Jon Hamm","http://www.imdb.com/name/nm0358316/?ref_=cs_ov_nm","Sadie Frost","http://www.imdb.com/name/nm0001244/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTkxMTkwODM2MF5BMl5BanBnXkFtZTgwNjYwNjY5ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTkxMTkwODM2MF5BMl5BanBnXkFtZTgwNjYwNjY5ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Don't Think Twice (2016) Poster; Don't Think Twice (2016) Poster","http://www.imdb.com/title/tt4972062/?ref_=cs_ov_i; http://www.imdb.com/title/tt4972062/?ref_=cs_ov_i","Don't Think Twice (2016)","http://www.imdb.com/title/tt4972062/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","92 min","Comedy","Drama",,,"Metascore: 82/100 (6 reviews); Metascore: 82/100 (6 reviews)","When a member of a popular New York City improv troupe gets a huge break, the rest of the group - all best friends - start to realize that not everyone is going to make it after all.","Mike Birbiglia","http://www.imdb.com/name/nm1898126/?ref_=cs_ov_nm","Keegan-Michael Key","http://www.imdb.com/name/nm1221047/?ref_=cs_ov_nm","Gillian Jacobs","http://www.imdb.com/name/nm1843026/?ref_=cs_ov_nm","Mike Birbiglia","http://www.imdb.com/name/nm1898126/?ref_=cs_ov_nm","Chris Gethard","http://www.imdb.com/name/nm1589811/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BNTdjODAzNGItM2NjNy00NDkxLWFiYWEtMjBmNWNmOTJmMzQxXkEyXkFqcGdeQXVyNjYyNDQyMDk@._V1_UY209_CR116,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BNTdjODAzNGItM2NjNy00NDkxLWFiYWEtMjBmNWNmOTJmMzQxXkEyXkFqcGdeQXVyNjYyNDQyMDk@._V1_UY209_CR116,0,140,209_AL_.jpg","Hillary's America: The Secret History of the Democratic Party (2016) Poster; Hillary's America: The Secret History of the Democratic Party (2016) Poster","http://www.imdb.com/title/tt5646136/?ref_=cs_ov_i; http://www.imdb.com/title/tt5646136/?ref_=cs_ov_i","Hillary's America: The Secret History of the Democratic Party (2016)","http://www.imdb.com/title/tt5646136/?ref_=cs_ov_tt","","",,"Documentary",,,,,"Documentarian Dinesh D'Souza analyzes the history of the Democratic Party and what he thinks are Hillary Clinton's true motivations.","Dinesh D'Souza; Bruce Schooley","http://www.imdb.com/name/nm1625338/?ref_=cs_ov_nm; http://www.imdb.com/name/nm6583447/?ref_=cs_ov_nm","Dinesh D'Souza","http://www.imdb.com/name/nm1625338/?ref_=cs_ov_nm","Becky Turner","http://www.imdb.com/name/nm2984666/?ref_=cs_ov_nm","Stuart Glass","http://www.imdb.com/name/nm7345409/?ref_=cs_ov_nm","Stephen Loftin","http://www.imdb.com/name/nm6744990/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTU1ODg2OTU1MV5BMl5BanBnXkFtZTgwMzA5OTg2ODE@._V1_UX140_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU1ODg2OTU1MV5BMl5BanBnXkFtZTgwMzA5OTg2ODE@._V1_UX140_CR0,0,140,209_AL_.jpg","Jason Bourne (2016) Poster; Jason Bourne (2016) Poster","http://www.imdb.com/title/tt4196776/?ref_=cs_ov_i; http://www.imdb.com/title/tt4196776/?ref_=cs_ov_i","Jason Bourne (2016)","http://www.imdb.com/title/tt4196776/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13","123 min","Action","Thriller",,,,"Jason Bourne, now remembering who he truly is, tries to uncover hidden truths about his past.","Paul Greengrass","http://www.imdb.com/name/nm0339030/?ref_=cs_ov_nm","Alicia Vikander","http://www.imdb.com/name/nm2539953/?ref_=cs_ov_nm","Matt Damon","http://www.imdb.com/name/nm0000354/?ref_=cs_ov_nm","Julia Stiles","http://www.imdb.com/name/nm0005466/?ref_=cs_ov_nm","Tommy Lee Jones","http://www.imdb.com/name/nm0000169/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMzUyMjk4NjIyMl5BMl5BanBnXkFtZTgwOTk1NTk3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMzUyMjk4NjIyMl5BMl5BanBnXkFtZTgwOTk1NTk3ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Bad Moms (2016) Poster; Bad Moms (2016) Poster","http://www.imdb.com/title/tt4651520/?ref_=cs_ov_i; http://www.imdb.com/title/tt4651520/?ref_=cs_ov_i","Bad Moms (2016)","http://www.imdb.com/title/tt4651520/?ref_=cs_ov_tt","","",,"Comedy",,,,,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.","Jon Lucas; Scott Moore","http://www.imdb.com/name/nm0524190/?ref_=cs_ov_nm; http://www.imdb.com/name/nm0601859/?ref_=cs_ov_nm","Mila Kunis","http://www.imdb.com/name/nm0005109/?ref_=cs_ov_nm","Kristen Bell","http://www.imdb.com/name/nm0068338/?ref_=cs_ov_nm","Kathryn Hahn","http://www.imdb.com/name/nm1063517/?ref_=cs_ov_nm","Christina Applegate","http://www.imdb.com/name/nm0000775/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjMwNzM3NzY0M15BMl5BanBnXkFtZTgwODMwMjQ1ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjMwNzM3NzY0M15BMl5BanBnXkFtZTgwODMwMjQ1ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Genius (2016) Poster; Genius (2016) Poster","http://www.imdb.com/title/tt1703957/?ref_=cs_ov_i; http://www.imdb.com/title/tt1703957/?ref_=cs_ov_i","Genius (2016)","http://www.imdb.com/title/tt1703957/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13","104 min","Biography","Drama",,,"Metascore: 56/100 (23 reviews); Metascore: 56/100 (23 reviews)","A chronicle of Max Perkins's time as the book editor at Scribner, where he oversaw works by Thomas Wolfe, Ernest Hemingway, F. Scott Fitzgerald and others.","Michael Grandage","http://www.imdb.com/name/nm0334787/?ref_=cs_ov_nm","Colin Firth","http://www.imdb.com/name/nm0000147/?ref_=cs_ov_nm","Jude Law","http://www.imdb.com/name/nm0000179/?ref_=cs_ov_nm","Nicole Kidman","http://www.imdb.com/name/nm0000173/?ref_=cs_ov_nm","Laura Linney","http://www.imdb.com/name/nm0001473/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMTU3Mjc3NDY0M15BMl5BanBnXkFtZTgwNDUxMjExOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU3Mjc3NDY0M15BMl5BanBnXkFtZTgwNDUxMjExOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Equity (2016) Poster; Equity (2016) Poster","http://www.imdb.com/title/tt3958780/?ref_=cs_ov_i; http://www.imdb.com/title/tt3958780/?ref_=cs_ov_i","Equity (2016)","http://www.imdb.com/title/tt3958780/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","100 min","Drama",,,,"Metascore: 70/100 (5 reviews); Metascore: 70/100 (5 reviews)","Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.","Meera Menon","http://www.imdb.com/name/nm3652021/?ref_=cs_ov_nm","Anna Gunn","http://www.imdb.com/name/nm0348152/?ref_=cs_ov_nm","James Purefoy","http://www.imdb.com/name/nm0700856/?ref_=cs_ov_nm","Sarah Megan Thomas","http://www.imdb.com/name/nm2353338/?ref_=cs_ov_nm","Alysia Reiner","http://www.imdb.com/name/nm1130496/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BMjIyNDg4OTYwOF5BMl5BanBnXkFtZTgwOTQ3ODgwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMjIyNDg4OTYwOF5BMl5BanBnXkFtZTgwOTQ3ODgwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Indignation (2016) Poster; Indignation (2016) Poster","http://www.imdb.com/title/tt4193394/?ref_=cs_ov_i; http://www.imdb.com/title/tt4193394/?ref_=cs_ov_i","Indignation (2016)","http://www.imdb.com/title/tt4193394/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","110 min","Drama",,,,"Metascore: 77/100 (6 reviews); Metascore: 77/100 (6 reviews)","In 1951, Marcus, a working-class Jewish student from New Jersey, attends a small Ohio college, where he struggles with sexual repression and cultural disaffection, amid the ongoing Korean War.","James Schamus","http://www.imdb.com/name/nm0770005/?ref_=cs_ov_nm","Sarah Gadon","http://www.imdb.com/name/nm0300589/?ref_=cs_ov_nm","Logan Lerman","http://www.imdb.com/name/nm0503567/?ref_=cs_ov_nm","Ben Rosenfield","http://www.imdb.com/name/nm4101208/?ref_=cs_ov_nm","Tracy Letts","http://www.imdb.com/name/nm0504832/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BOTc1MDM0NDA3NV5BMl5BanBnXkFtZTgwMjY4NjkzNzE@._V1_UY209_CR116,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BOTc1MDM0NDA3NV5BMl5BanBnXkFtZTgwMjY4NjkzNzE@._V1_UY209_CR116,0,140,209_AL_.jpg","Tallulah (2016) Poster; Tallulah (2016) Poster","http://www.imdb.com/title/tt1639084/?ref_=cs_ov_i; http://www.imdb.com/title/tt1639084/?ref_=cs_ov_i","Tallulah (2016)","http://www.imdb.com/title/tt1639084/?ref_=cs_ov_tt","","","111 min","Drama",,,,"Metascore: 69/100 (6 reviews); Metascore: 69/100 (6 reviews)","Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.","Sian Heder","http://www.imdb.com/name/nm1571761/?ref_=cs_ov_nm","Ellen Page","http://www.imdb.com/name/nm0680983/?ref_=cs_ov_nm","Zachary Quinto","http://www.imdb.com/name/nm0704270/?ref_=cs_ov_nm","Allison Janney","http://www.imdb.com/name/nm0005049/?ref_=cs_ov_nm","Uzo Aduba","http://www.imdb.com/name/nm2499064/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/?ref_=inth_ov_cs_sm","http://ia.media-imdb.com/images/M/MV5BNjA5MzA3MDM0NF5BMl5BanBnXkFtZTgwMDUwNTMyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BNjA5MzA3MDM0NF5BMl5BanBnXkFtZTgwMDUwNTMyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","The Tenth Man (2016) Poster; The Tenth Man (2016) Poster","http://www.imdb.com/title/tt5446610/?ref_=cs_ov_i; http://www.imdb.com/title/tt5446610/?ref_=cs_ov_i","The Tenth Man (2016)","http://www.imdb.com/title/tt5446610/?ref_=cs_ov_tt","","","82 min","Comedy","Drama",,,,,"Daniel Burman","http://www.imdb.com/name/nm0122184/?ref_=cs_ov_nm","Alan Sabbagh","http://www.imdb.com/name/nm1387176/?ref_=cs_ov_nm","Julieta Zylberberg","http://www.imdb.com/name/nm1600802/?ref_=cs_ov_nm","Usher Barilka","http://www.imdb.com/name/nm8094351/?ref_=cs_ov_nm","Elvira Onetto","http://www.imdb.com/name/nm0648619/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","The Birth of a Nation (2016) Poster; The Birth of a Nation (2016) Poster","http://www.imdb.com/title/tt4196450/?ref_=cs_ov_i; http://www.imdb.com/title/tt4196450/?ref_=cs_ov_i","The Birth of a Nation (2016)","http://www.imdb.com/title/tt4196450/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","110 min","Biography","Drama",,,"Metascore: 77/100 (10 reviews); Metascore: 77/100 (10 reviews)","Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.","Nate Parker","http://www.imdb.com/name/nm1676649/?ref_=cs_ov_nm","Nate Parker","http://www.imdb.com/name/nm1676649/?ref_=cs_ov_nm","Armie Hammer","http://www.imdb.com/name/nm2309517/?ref_=cs_ov_nm","Mark Boone Junior","http://www.imdb.com/name/nm0095478/?ref_=cs_ov_nm","Colman Domingo","http://www.imdb.com/name/nm0231458/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BOTA1MzQwNTk2MV5BMl5BanBnXkFtZTgwMzg2Mzg2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BOTA1MzQwNTk2MV5BMl5BanBnXkFtZTgwMzg2Mzg2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","The Girl on the Train (2016) Poster; The Girl on the Train (2016) Poster","http://www.imdb.com/title/tt3631112/?ref_=cs_ov_i; http://www.imdb.com/title/tt3631112/?ref_=cs_ov_i","The Girl on the Train (2016)","http://www.imdb.com/title/tt3631112/?ref_=cs_ov_tt","","",,"Mystery","Thriller",,,,"The Girl on the Train is the story of Rachel Watson's life post-divorce. Every day, she takes the train in to work in London, and every day the train passes by her old house. The house she lived in with her husband, who still lives there, with his new wife and child. As she attempts to not focus on her pain, she starts watching a couple who live a few houses down -- Megan and Scott Hipwell. She creates a wonderful dream life for them in her head, about how they are a perfect happy family. And then one day, as the train passes, she sees something shocking, filling her with rage. The next day, she wakes up with a horrible hangover, various wounds and bruises, and no memory of the night before. She has only a feeling: something bad happened. Then come the TV reports: Megan Hipwell is missing. Rachel becomes invested in the case and trying to find out what happened to Megan, where she is, and what exactly she herself was up to that same night Megan went missing.","Tate Taylor","http://www.imdb.com/name/nm0853238/?ref_=cs_ov_nm","Laura Prepon","http://www.imdb.com/name/nm0696059/?ref_=cs_ov_nm","Emily Blunt","http://www.imdb.com/name/nm1289434/?ref_=cs_ov_nm","Rebecca Ferguson","http://www.imdb.com/name/nm0272581/?ref_=cs_ov_nm","Haley Bennett","http://www.imdb.com/name/nm2247245/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMzk1MzAzMzg2OV5BMl5BanBnXkFtZTgwNTY4ODIyODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMzk1MzAzMzg2OV5BMl5BanBnXkFtZTgwNTY4ODIyODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Middle School: The Worst Years of My Life (2016) Poster; Middle School: The Worst Years of My Life (2016) Poster","http://www.imdb.com/title/tt4981636/?ref_=cs_ov_i; http://www.imdb.com/title/tt4981636/?ref_=cs_ov_i","Middle School: The Worst Years of My Life (2016)","http://www.imdb.com/title/tt4981636/?ref_=cs_ov_tt","","",,"Comedy",,,,,"A quiet teenage artist Rafe Katchadorian has a wild imagination and is sick of middle school and the rules that have been put before him. Rafe and his best friend Leo have come up with a plan: break every rule in the school hand book and as you expect trouble follows.","Steve Carr","http://www.imdb.com/name/nm0139867/?ref_=cs_ov_nm","Isabela Moner","http://www.imdb.com/name/nm5097044/?ref_=cs_ov_nm","Lauren Graham","http://www.imdb.com/name/nm0334179/?ref_=cs_ov_nm","Thomas Barbusca","http://www.imdb.com/name/nm4564958/?ref_=cs_ov_nm","Griffin Gluck","http://www.imdb.com/name/nm3838034/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTU2NzE3NTk2NF5BMl5BanBnXkFtZTgwNjk0NzA2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU2NzE3NTk2NF5BMl5BanBnXkFtZTgwNjk0NzA2ODE@._V1_UY209_CR0,0,140,209_AL_.jpg","Underworld: Blood Wars (2016) Poster; Underworld: Blood Wars (2016) Poster","http://www.imdb.com/title/tt3717252/?ref_=cs_ov_i; http://www.imdb.com/title/tt3717252/?ref_=cs_ov_i","Underworld: Blood Wars (2016)","http://www.imdb.com/title/tt3717252/?ref_=cs_ov_tt","","",,"Action","Horror",,,,"The plot is unknown at this time.","Anna Foerster","http://www.imdb.com/name/nm0283816/?ref_=cs_ov_nm","Kate Beckinsale","http://www.imdb.com/name/nm0000295/?ref_=cs_ov_nm","Theo James","http://www.imdb.com/name/nm3772243/?ref_=cs_ov_nm","Tobias Menzies","http://www.imdb.com/name/nm0580014/?ref_=cs_ov_nm","Charles Dance","http://www.imdb.com/name/nm0001097/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BNDc5Mzg2NTYxNV5BMl5BanBnXkFtZTgwMjQ2ODAwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BNDc5Mzg2NTYxNV5BMl5BanBnXkFtZTgwMjQ2ODAwOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","The Accountant (2016) Poster; The Accountant (2016) Poster","http://www.imdb.com/title/tt2140479/?ref_=cs_ov_i; http://www.imdb.com/title/tt2140479/?ref_=cs_ov_i","The Accountant (2016)","http://www.imdb.com/title/tt2140479/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","128 min","Crime","Drama","Thriller",,,"A forensic accountant un-cooks the books for illicit clients.","Gavin O'Connor","http://www.imdb.com/name/nm0640334/?ref_=cs_ov_nm","Anna Kendrick","http://www.imdb.com/name/nm0447695/?ref_=cs_ov_nm","Ben Affleck","http://www.imdb.com/name/nm0000255/?ref_=cs_ov_nm","J.K. Simmons","http://www.imdb.com/name/nm0799777/?ref_=cs_ov_nm","Jon Bernthal","http://www.imdb.com/name/nm1256532/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTU3ODE2ODE5NV5BMl5BanBnXkFtZTgwOTg5ODkxOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTU3ODE2ODE5NV5BMl5BanBnXkFtZTgwOTg5ODkxOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","Kevin Hart: What Now? (2016) Poster; Kevin Hart: What Now? (2016) Poster","http://www.imdb.com/title/tt4669186/?ref_=cs_ov_i; http://www.imdb.com/title/tt4669186/?ref_=cs_ov_i","Kevin Hart: What Now? (2016)","http://www.imdb.com/title/tt4669186/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R",,"Documentary","Comedy",,,,"Comedian Kevin Hart performs in front of a crowd of 50,000 people at Philadelphia's outdoor venue, Lincoln Financial Field.","Leslie Small","http://www.imdb.com/name/nm0806492/?ref_=cs_ov_nm","Kevin Hart","http://www.imdb.com/name/nm0366389/?ref_=cs_ov_nm","Dennis Keiffer","http://www.imdb.com/name/nm0445022/?ref_=cs_ov_nm","Richardson Jones","http://www.imdb.com/name/nm5759112/?ref_=cs_ov_nm","Ben Seaward","http://www.imdb.com/name/nm3799947/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTY0NTYxMTg3NF5BMl5BanBnXkFtZTgwODUwODQ1NzE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTY0NTYxMTg3NF5BMl5BanBnXkFtZTgwODUwODQ1NzE@._V1_UY209_CR0,0,140,209_AL_.jpg","Desierto (2015) Poster; Desierto (2015) Poster","http://www.imdb.com/title/tt3147312/?ref_=cs_ov_i; http://www.imdb.com/title/tt3147312/?ref_=cs_ov_i","Desierto (2015)","http://www.imdb.com/title/tt3147312/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/r-2493392566._CB271202403_.png","Certificate R","94 min","Drama","Thriller",,,"Metascore: 49/100 (6 reviews); Metascore: 49/100 (6 reviews)","A group of people trying to cross the border from Mexico into the United States encounter a man who has taken border patrol duties into his own racist hands.","Jonás Cuarón","http://www.imdb.com/name/nm0190861/?ref_=cs_ov_nm","Gael García Bernal","http://www.imdb.com/name/nm0305558/?ref_=cs_ov_nm","Jeffrey Dean Morgan","http://www.imdb.com/name/nm0604742/?ref_=cs_ov_nm","Alondra Hidalgo","http://www.imdb.com/name/nm6298957/?ref_=cs_ov_nm","Diego Cataño","http://www.imdb.com/name/nm1593407/?ref_=cs_ov_nm"
"http://www.imdb.com/movies-coming-soon/2016-10/?ref_=cs_dt_nx","http://ia.media-imdb.com/images/M/MV5BMTg4MTYwMzAyOF5BMl5BanBnXkFtZTgwNDIxODAyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg; http://ia.media-imdb.com/images/M/MV5BMTg4MTYwMzAyOF5BMl5BanBnXkFtZTgwNDIxODAyOTE@._V1_UY209_CR0,0,140,209_AL_.jpg","A Monster Calls (2016) Poster; A Monster Calls (2016) Poster","http://www.imdb.com/title/tt3416532/?ref_=cs_ov_i; http://www.imdb.com/title/tt3416532/?ref_=cs_ov_i","A Monster Calls (2016)","http://www.imdb.com/title/tt3416532/?ref_=cs_ov_tt","http://ia.media-imdb.com/images/G/01/imdb/images/certificates/us/pg_13-2767653680._CB271197458_.png","Certificate PG-13",,"Drama","Fantasy",,,,"A boy seeks the help of a tree monster to cope with his single mom's terminal illness.","J.A. Bayona","http://www.imdb.com/name/nm1291105/?ref_=cs_ov_nm","Felicity Jones","http://www.imdb.com/name/nm0428065/?ref_=cs_ov_nm","Toby Kebbell","http://www.imdb.com/name/nm1527905/?ref_=cs_ov_nm","Liam Neeson","http://www.imdb.com/name/nm0000553/?ref_=cs_ov_nm","Sigourney Weaver","http://www.imdb.com/name/nm0000244/?ref_=cs_ov_nm"
